order_item_id,order_id,product_id,quantity,unit_price,line_subtotal,line_discount_amount,line_net_revenue,line_cost,line_profit
22372,12128,12,2,311.98,623.96,0.0,623.96,363.56,260.4
22373,12129,102,1,143.53,143.53,4.31,139.22,63.09,76.13
22374,12129,106,1,153.44,153.44,4.6,148.84,65.17,83.67
22375,12129,116,2,48.1,96.2,2.89,93.31,46.28,47.03
22376,12130,102,1,143.53,143.53,40.19,103.34,63.09,40.25
22377,12131,282,1,647.09,647.09,12.94,634.15,323.54,310.61
22378,12132,212,1,10.92,10.92,2.4,8.52,6.45,2.07
22379,12133,93,1,146.43,146.43,0.0,146.43,67.99,78.44
22380,12133,223,2,22.23,44.46,0.0,44.46,24.38,20.08
22381,12133,245,1,44.09,44.09,0.0,44.09,19.47,24.62
22382,12133,114,1,172.18,172.18,0.0,172.18,76.35,95.83
22383,12134,111,1,112.64,112.64,10.14,102.5,51.29,51.21
22384,12135,107,1,157.68,157.68,0.0,157.68,73.74,83.94
22385,12136,90,1,78.17,78.17,0.78,77.39,34.77,42.62
22386,12137,112,1,77.35,77.35,0.0,77.35,36.58,40.77
22387,12137,104,1,138.46,138.46,0.0,138.46,67.2,71.26
22388,12138,90,3,78.17,234.51,28.14,206.37,104.31,102.06
22389,12138,29,1,233.45,233.45,28.01,205.44,156.31,49.13
22390,12139,99,1,187.35,187.35,0.0,187.35,86.18,101.17
22391,12140,112,1,77.35,77.35,13.92,63.43,36.58,26.85
22392,12140,110,1,47.0,47.0,8.46,38.54,21.0,17.54
22393,12141,37,3,298.97,896.9100000000001,116.6,780.31,560.46,219.85
22394,12142,23,1,400.95,400.95,0.0,400.95,270.81,130.14
22395,12143,15,1,552.32,552.32,0.0,552.32,349.21,203.11
22396,12143,8,1,437.42,437.42,0.0,437.42,283.12,154.3
22397,12144,48,2,45.63,91.26,5.48,85.78,37.86,47.92
22398,12144,268,2,47.97,95.94,5.76,90.18,54.28,35.9
22399,12145,75,3,126.91,380.73,64.72,316.01,167.88,148.13
22400,12145,75,1,126.91,126.91,21.57,105.34,55.96,49.38
22401,12146,64,1,64.14,64.14,22.45,41.69,28.05,13.64
22402,12147,202,1,278.23,278.23,63.99,214.24,137.63,76.61
22403,12148,55,1,99.61,99.61,0.0,99.61,38.95,60.66
22404,12148,85,2,35.55,71.1,0.0,71.1,32.36,38.74
22405,12148,103,1,90.94,90.94,0.0,90.94,38.04,52.9
22406,12149,71,3,126.72,380.15999999999997,0.0,380.16,144.96,235.2
22407,12149,78,1,32.89,32.89,0.0,32.89,13.57,19.32
22408,12150,238,3,20.16,60.480000000000004,0.0,60.48,31.62,28.86
22409,12150,105,1,166.97,166.97,0.0,166.97,80.93,86.04
22410,12150,107,2,157.68,315.36,0.0,315.36,147.48,167.88
22411,12151,146,3,17.17,51.510000000000005,0.0,51.51,28.68,22.83
22412,12152,240,1,16.46,16.46,3.13,13.33,8.51,4.82
22413,12152,55,1,99.61,99.61,18.93,80.68,38.95,41.73
22414,12152,45,2,75.44,150.88,28.67,122.21,63.44,58.77
22415,12152,289,1,680.34,680.34,129.26,551.08,374.21,176.87
22416,12153,95,1,127.18,127.18,13.99,113.19,52.58,60.61
22417,12154,287,1,47.03,47.03,0.0,47.03,27.14,19.89
22418,12155,279,1,727.0,727.0,0.0,727.0,368.97,358.03
22419,12155,169,1,6.24,6.24,0.0,6.24,2.35,3.89
22420,12156,195,1,195.81,195.81,46.99,148.82,102.73,46.09
22421,12157,173,1,67.18,67.18,0.0,67.18,27.69,39.49
22422,12158,196,1,52.32,52.32,0.0,52.32,23.91,28.41
22423,12158,289,1,680.34,680.34,0.0,680.34,374.21,306.13
22424,12158,177,1,63.64,63.64,0.0,63.64,26.16,37.48
22425,12159,176,3,43.84,131.52,42.09,89.43,50.43,39.0
22426,12159,121,2,38.63,77.26,24.72,52.54,42.74,9.8
22427,12159,55,1,99.61,99.61,31.88,67.73,38.95,28.78
22428,12159,226,1,18.92,18.92,6.05,12.87,11.4,1.47
22429,12160,64,2,64.14,128.28,17.96,110.32,56.1,54.22
22430,12160,62,2,51.36,102.72,14.38,88.34,39.96,48.38
22431,12161,67,2,29.59,59.18,18.94,40.24,22.54,17.7
22432,12161,228,2,28.94,57.88,18.52,39.36,33.02,6.34
22433,12162,60,3,17.99,53.97,0.0,53.97,23.28,30.69
22434,12162,71,1,126.72,126.72,0.0,126.72,48.32,78.4
22435,12163,60,1,17.99,17.99,2.34,15.65,7.76,7.89
22436,12163,73,2,90.7,181.4,23.58,157.82,73.96,83.86
22437,12163,73,1,90.7,90.7,11.79,78.91,36.98,41.93
22438,12164,26,1,558.41,558.41,0.0,558.41,363.89,194.52
22439,12165,6,1,214.0,214.0,0.0,214.0,127.2,86.8
22440,12165,30,2,279.12,558.24,0.0,558.24,328.66,229.58
22441,12165,1,1,363.59,363.59,0.0,363.59,223.99,139.6
22442,12166,39,3,352.08,1056.24,327.43,728.81,621.21,107.6
22443,12166,33,1,19.21,19.21,5.96,13.25,12.41,0.84
22444,12166,173,1,67.18,67.18,20.83,46.35,27.69,18.66
22445,12167,270,1,24.67,24.67,7.89,16.78,14.66,2.12
22446,12167,285,1,232.22,232.22,74.31,157.91,118.45,39.46
22447,12168,262,2,42.62,85.24,25.57,59.67,51.64,8.03
22448,12168,255,2,35.81,71.62,21.49,50.13,42.62,7.51
22449,12168,37,2,298.97,597.94,179.38,418.56,373.64,44.92
22450,12168,92,3,155.97,467.90999999999997,140.37,327.54,229.92,97.62
22451,12169,261,2,8.01,16.02,1.44,14.58,9.18,5.4
22452,12170,258,1,45.85,45.85,3.67,42.18,27.46,14.72
22453,12170,207,1,41.43,41.43,3.31,38.12,20.72,17.4
22454,12171,262,1,42.62,42.62,8.52,34.1,25.82,8.28
22455,12171,171,1,26.6,26.6,5.32,21.28,10.53,10.75
22456,12172,251,1,55.37,55.37,3.32,52.05,29.12,22.93
22457,12172,266,1,46.81,46.81,2.81,44.0,30.07,13.93
22458,12172,263,1,23.84,23.84,1.43,22.41,15.72,6.69
22459,12172,267,1,43.71,43.71,2.62,41.09,27.64,13.45
22460,12173,53,1,24.22,24.22,0.97,23.25,10.94,12.31
22461,12174,260,2,8.93,17.86,6.97,10.89,10.94,-0.05
22462,12175,230,1,66.49,66.49,0.0,66.49,32.45,34.04
22463,12175,261,1,8.01,8.01,0.0,8.01,4.59,3.42
22464,12175,273,1,26.83,26.83,0.0,26.83,14.98,11.85
22465,12176,267,1,43.71,43.71,0.0,43.71,27.64,16.07
22466,12177,269,3,31.54,94.62,0.0,94.62,53.7,40.92
22467,12178,112,1,77.35,77.35,8.51,68.84,36.58,32.26
22468,12178,151,2,47.78,95.56,10.51,85.05,35.88,49.17
22469,12178,175,1,64.85,64.85,7.13,57.72,26.78,30.94
22470,12178,151,1,47.78,47.78,5.26,42.52,17.94,24.58
22471,12179,38,1,438.16,438.16,56.96,381.2,292.43,88.77
22472,12179,171,1,26.6,26.6,3.46,23.14,10.53,12.61
22473,12179,170,1,58.85,58.85,7.65,51.2,21.43,29.77
22474,12180,129,2,160.1,320.2,0.0,320.2,153.88,166.32
22475,12181,208,2,37.46,74.92,0.0,74.92,39.5,35.42
22476,12181,251,1,55.37,55.37,0.0,55.37,29.12,26.25
22477,12182,141,1,192.76,192.76,0.0,192.76,95.59,97.17
22478,12182,244,1,72.58,72.58,0.0,72.58,32.43,40.15
22479,12182,146,2,17.17,34.34,0.0,34.34,19.12,15.22
22480,12183,118,1,64.49,64.49,21.28,43.21,34.87,8.34
22481,12184,123,3,16.42,49.260000000000005,0.0,49.26,24.66,24.6
22482,12185,9,1,583.55,583.55,0.0,583.55,380.76,202.79
22483,12186,130,1,255.96,255.96,0.0,255.96,140.62,115.34
22484,12187,38,1,438.16,438.16,0.0,438.16,292.43,145.73
22485,12188,285,1,232.22,232.22,0.0,232.22,118.45,113.77
22486,12188,275,1,183.24,183.24,0.0,183.24,103.16,80.08
22487,12189,284,1,47.0,47.0,0.0,47.0,24.82,22.18
22488,12189,170,2,58.85,117.7,0.0,117.7,42.86,74.84
22489,12190,282,1,647.09,647.09,0.0,647.09,323.54,323.55
22490,12190,284,1,47.0,47.0,0.0,47.0,24.82,22.18
22491,12191,197,2,249.53,499.06,64.88,434.18,267.22,166.96
22492,12191,170,1,58.85,58.85,7.65,51.2,21.43,29.77
22493,12192,196,1,52.32,52.32,0.0,52.32,23.91,28.41
22494,12193,163,1,94.11,94.11,0.94,93.17,34.37,58.8
22495,12193,288,2,199.88,399.76,4.0,395.76,214.6,181.16
22496,12193,287,2,47.03,94.06,0.94,93.12,54.28,38.84
22497,12194,285,1,232.22,232.22,41.8,190.42,118.45,71.97
22498,12195,291,2,105.59,211.18,0.0,211.18,124.56,86.62
22499,12195,202,2,278.23,556.46,0.0,556.46,275.26,281.2
22500,12195,290,1,798.35,798.35,0.0,798.35,465.98,332.37
22501,12196,285,1,232.22,232.22,6.97,225.25,118.45,106.8
22502,12196,291,1,105.59,105.59,3.17,102.42,62.28,40.14
22503,12197,290,1,798.35,798.35,0.0,798.35,465.98,332.37
22504,12198,168,1,21.47,21.47,0.0,21.47,7.47,14.0
22505,12198,107,1,157.68,157.68,0.0,157.68,73.74,83.94
22506,12199,98,1,49.31,49.31,3.45,45.86,20.18,25.68
22507,12199,112,1,77.35,77.35,5.41,71.94,36.58,35.36
22508,12200,103,1,90.94,90.94,0.0,90.94,38.04,52.9
22509,12201,71,1,126.72,126.72,0.0,126.72,48.32,78.4
22510,12202,106,1,153.44,153.44,4.6,148.84,65.17,83.67
22511,12202,96,1,182.08,182.08,5.46,176.62,77.59,99.03
22512,12202,164,1,61.27,61.27,1.84,59.43,23.79,35.64
22513,12203,35,3,33.38,100.14000000000001,0.0,100.14,59.97,40.17
22514,12203,286,1,272.52,272.52,0.0,272.52,144.73,127.79
22515,12204,266,1,46.81,46.81,2.81,44.0,30.07,13.93
22516,12205,94,1,71.82,71.82,2.15,69.67,33.38,36.29
22517,12205,106,2,153.44,306.88,9.21,297.67,130.34,167.33
22518,12206,105,1,166.97,166.97,0.0,166.97,80.93,86.04
22519,12206,3,1,566.32,566.32,0.0,566.32,363.78,202.54
22520,12207,171,1,26.6,26.6,0.0,26.6,10.53,16.07
22521,12207,199,1,92.82,92.82,0.0,92.82,41.79,51.03
22522,12208,108,2,101.65,203.3,18.3,185.0,92.54,92.46
22523,12208,107,1,157.68,157.68,14.19,143.49,73.74,69.75
22524,12208,152,1,22.41,22.41,2.02,20.39,7.75,12.64
22525,12209,104,1,138.46,138.46,33.23,105.23,67.2,38.03
22526,12210,63,1,127.62,127.62,0.0,127.62,49.97,77.65
22527,12211,88,2,89.88,179.76,14.38,165.38,73.96,91.42
22528,12211,179,1,170.72,170.72,13.66,157.06,87.45,69.61
22529,12211,20,1,61.07,61.07,4.89,56.18,39.62,16.56
22530,12212,155,1,12.59,12.59,0.0,12.59,4.91,7.68
22531,12213,43,2,13.1,26.2,0.52,25.68,11.28,14.4
22532,12213,231,2,79.55,159.1,3.18,155.92,83.1,72.82
22533,12213,251,1,55.37,55.37,1.11,54.26,29.12,25.14
22534,12213,70,2,55.03,110.06,2.2,107.86,50.22,57.64
22535,12214,266,1,46.81,46.81,0.0,46.81,30.07,16.74
22536,12215,257,1,33.22,33.22,2.33,30.89,19.54,11.35
22537,12215,255,1,35.81,35.81,2.51,33.3,21.31,11.99
22538,12216,256,1,62.81,62.81,6.28,56.53,34.38,22.15
22539,12217,142,1,222.93,222.93,20.06,202.87,123.59,79.28
22540,12218,120,1,161.81,161.81,8.09,153.72,88.31,65.41
22541,12219,115,2,59.84,119.68,5.98,113.7,56.26,57.44
22542,12219,138,2,251.37,502.74,25.14,477.6,249.4,228.2
22543,12219,138,1,251.37,251.37,12.57,238.8,124.7,114.1
22544,12219,118,1,64.49,64.49,3.22,61.27,34.87,26.4
22545,12220,123,1,16.42,16.42,6.08,10.34,8.22,2.12
22546,12220,115,2,59.84,119.68,44.28,75.4,56.26,19.14
22547,12221,137,1,118.87,118.87,27.34,91.53,64.7,26.83
22548,12222,129,1,160.1,160.1,4.8,155.3,76.94,78.36
22549,12222,125,3,109.16,327.48,9.82,317.66,177.6,140.06
22550,12223,21,1,492.37,492.37,172.33,320.04,334.45,-14.41
22551,12223,202,1,278.23,278.23,97.38,180.85,137.63,43.22
22552,12224,231,1,79.55,79.55,6.36,73.19,41.55,31.64
22553,12224,119,1,201.72,201.72,16.14,185.58,97.92,87.66
22554,12225,290,1,798.35,798.35,119.75,678.6,465.98,212.62
22555,12225,126,1,29.0,29.0,4.35,24.65,15.65,9.0
22556,12225,284,1,47.0,47.0,7.05,39.95,24.82,15.13
22557,12226,282,2,647.09,1294.18,0.0,1294.18,647.08,647.1
22558,12226,289,1,680.34,680.34,0.0,680.34,374.21,306.13
22559,12227,188,2,270.84,541.68,21.67,520.01,249.9,270.11
22560,12227,237,1,34.29,34.29,1.37,32.92,16.16,16.76
22561,12227,85,2,35.55,71.1,2.84,68.26,32.36,35.9
22562,12227,205,1,299.18,299.18,11.97,287.21,160.65,126.56
22563,12228,255,1,35.81,35.81,5.37,30.44,21.31,9.13
22564,12228,80,1,104.32,104.32,15.65,88.67,43.04,45.63
22565,12228,73,1,90.7,90.7,13.6,77.1,36.98,40.12
22566,12228,264,1,36.36,36.36,5.45,30.91,21.61,9.3
22567,12229,48,1,45.63,45.63,1.83,43.8,18.93,24.87
22568,12230,273,1,26.83,26.83,0.0,26.83,14.98,11.85
22569,12231,84,3,16.57,49.71,8.45,41.26,20.76,20.5
22570,12231,79,1,33.16,33.16,5.64,27.52,15.11,12.41
22571,12231,8,3,437.42,1312.26,223.08,1089.18,849.36,239.82
22572,12232,277,1,642.36,642.36,64.24,578.12,352.28,225.84
22573,12232,290,1,798.35,798.35,79.84,718.51,465.98,252.53
22574,12232,282,1,647.09,647.09,64.71,582.38,323.54,258.84
22575,12232,278,1,442.26,442.26,44.23,398.03,232.21,165.82
22576,12233,294,1,563.94,563.94,0.0,563.94,314.72,249.22
22577,12234,283,1,399.69,399.69,23.98,375.71,224.2,151.51
22578,12235,285,1,232.22,232.22,44.12,188.1,118.45,69.65
22579,12235,195,1,195.81,195.81,37.2,158.61,102.73,55.88
22580,12236,226,1,18.92,18.92,0.0,18.92,11.4,7.52
22581,12237,288,2,199.88,399.76,27.98,371.78,214.6,157.18
22582,12238,293,1,878.26,878.26,17.57,860.69,518.03,342.66
22583,12238,185,1,257.79,257.79,5.16,252.63,134.3,118.33
22584,12239,278,1,442.26,442.26,176.9,265.36,232.21,33.15
22585,12240,92,1,155.97,155.97,10.92,145.05,76.64,68.41
22586,12241,293,1,878.26,878.26,0.0,878.26,518.03,360.23
22587,12241,209,1,21.87,21.87,0.0,21.87,11.18,10.69
22588,12242,190,2,57.73,115.46,20.78,94.68,62.72,31.96
22589,12242,206,1,314.04,314.04,56.53,257.51,148.82,108.69
22590,12242,181,1,26.0,26.0,4.68,21.32,12.39,8.93
22591,12243,41,1,70.18,70.18,11.93,58.25,44.9,13.35
22592,12243,205,1,299.18,299.18,50.86,248.32,160.65,87.67
22593,12244,200,1,235.08,235.08,65.82,169.26,125.47,43.79
22594,12244,203,2,160.15,320.3,89.68,230.62,154.78,75.84
22595,12245,195,1,195.81,195.81,9.79,186.02,102.73,83.29
22596,12245,213,1,30.93,30.93,1.55,29.38,16.13,13.25
22597,12245,286,1,272.52,272.52,13.63,258.89,144.73,114.16
22598,12246,191,3,100.48,301.44,30.14,271.3,156.9,114.4
22599,12247,204,1,246.49,246.49,19.72,226.77,120.22,106.55
22600,12247,203,1,160.15,160.15,12.81,147.34,77.39,69.95
22601,12248,201,1,189.78,189.78,0.0,189.78,97.93,91.85
22602,12248,201,1,189.78,189.78,0.0,189.78,97.93,91.85
22603,12249,185,1,257.79,257.79,0.0,257.79,134.3,123.49
22604,12250,205,1,299.18,299.18,53.85,245.33,160.65,84.68
22605,12250,184,1,18.95,18.95,3.41,15.54,9.72,5.82
22606,12251,186,1,106.33,106.33,15.95,90.38,47.99,42.39
22607,12252,180,1,164.53,164.53,24.68,139.85,81.31,58.54
22608,12252,180,1,164.53,164.53,24.68,139.85,81.31,58.54
22609,12253,195,1,195.81,195.81,0.0,195.81,102.73,93.08
22610,12253,204,1,246.49,246.49,0.0,246.49,120.22,126.27
22611,12253,275,1,183.24,183.24,0.0,183.24,103.16,80.08
22612,12254,243,2,90.3,180.6,0.0,180.6,85.28,95.32
22613,12254,263,1,23.84,23.84,0.0,23.84,15.72,8.12
22614,12255,253,3,61.67,185.01,0.0,185.01,100.86,84.15
22615,12256,255,2,35.81,71.62,0.0,71.62,42.62,29.0
22616,12257,273,1,26.83,26.83,5.9,20.93,14.98,5.95
22617,12258,220,2,29.74,59.48,5.35,54.13,33.62,20.51
22618,12259,182,3,50.61,151.82999999999998,57.7,94.13,72.69,21.44
22619,12260,183,2,283.06,566.12,22.64,543.48,282.2,261.28
22620,12261,142,3,222.93,668.79,20.06,648.73,370.77,277.96
22621,12261,289,2,680.34,1360.68,40.82,1319.86,748.42,571.44
22622,12262,159,2,74.04,148.08,54.79,93.29,57.46,35.83
22623,12263,117,1,177.36,177.36,0.0,177.36,93.41,83.95
22624,12263,270,1,24.67,24.67,0.0,24.67,14.66,10.01
22625,12264,121,1,38.63,38.63,14.29,24.34,21.37,2.97
22626,12265,243,1,90.3,90.3,31.6,58.7,42.64,16.06
22627,12265,293,1,878.26,878.26,307.39,570.87,518.03,52.84
22628,12265,233,1,10.18,10.18,3.56,6.62,5.26,1.36
22629,12266,288,3,199.88,599.64,0.0,599.64,321.9,277.74
22630,12266,287,1,47.03,47.03,0.0,47.03,27.14,19.89
22631,12266,280,1,431.22,431.22,0.0,431.22,226.89,204.33
22632,12267,286,1,272.52,272.52,19.08,253.44,144.73,108.71
22633,12267,248,1,40.24,40.24,2.82,37.42,19.1,18.32
22634,12267,246,1,50.57,50.57,3.54,47.03,23.83,23.2
22635,12268,196,1,52.32,52.32,0.0,52.32,23.91,28.41
22636,12268,182,1,50.61,50.61,0.0,50.61,24.23,26.38
22637,12269,134,2,215.58,431.16,133.66,297.5,206.52,90.98
22638,12269,190,1,57.73,57.73,17.9,39.83,31.36,8.47
22639,12270,206,1,314.04,314.04,0.0,314.04,148.82,165.22
22640,12270,171,1,26.6,26.6,0.0,26.6,10.53,16.07
22641,12270,90,1,78.17,78.17,0.0,78.17,34.77,43.4
22642,12271,179,2,170.72,341.44,0.0,341.44,174.9,166.54
22643,12271,245,2,44.09,88.18,0.0,88.18,38.94,49.24
22644,12272,214,1,41.77,41.77,0.0,41.77,21.33,20.44
22645,12273,166,1,24.49,24.49,2.45,22.04,8.77,13.27
22646,12273,143,1,31.67,31.67,3.17,28.5,17.73,10.77
22647,12274,158,1,94.46,94.46,22.67,71.79,33.16,38.63
22648,12274,160,2,76.38,152.76,36.66,116.1,54.86,61.24
22649,12274,154,1,79.17,79.17,19.0,60.17,29.49,30.68
22650,12275,164,1,61.27,61.27,0.0,61.27,23.79,37.48
22651,12276,155,1,12.59,12.59,0.0,12.59,4.91,7.68
22652,12277,157,1,56.09,56.09,0.0,56.09,20.48,35.61
22653,12277,178,1,79.57,79.57,0.0,79.57,27.64,51.93
22654,12278,177,1,63.64,63.64,19.73,43.91,26.16,17.75
22655,12278,151,2,47.78,95.56,29.62,65.94,35.88,30.06
22656,12279,174,1,76.12,76.12,0.76,75.36,29.65,45.71
22657,12280,154,1,79.17,79.17,12.67,66.5,29.49,37.01
22658,12280,151,1,47.78,47.78,7.64,40.14,17.94,22.2
22659,12281,168,1,21.47,21.47,0.0,21.47,7.47,14.0
22660,12282,161,1,52.51,52.51,0.0,52.51,19.76,32.75
22661,12282,169,2,6.24,12.48,0.0,12.48,4.7,7.78
22662,12282,164,1,61.27,61.27,0.0,61.27,23.79,37.48
22663,12282,153,1,89.75,89.75,0.0,89.75,33.95,55.8
22664,12283,266,1,46.81,46.81,0.0,46.81,30.07,16.74
22665,12283,269,2,31.54,63.08,0.0,63.08,35.8,27.28
22666,12284,264,1,36.36,36.36,2.18,34.18,21.61,12.57
22667,12284,208,1,37.46,37.46,2.25,35.21,19.75,15.46
22668,12285,142,3,222.93,668.79,0.0,668.79,370.77,298.02
22669,12285,142,1,222.93,222.93,0.0,222.93,123.59,99.34
22670,12285,269,1,31.54,31.54,0.0,31.54,17.9,13.64
22671,12286,138,1,251.37,251.37,42.73,208.64,124.7,83.94
22672,12286,144,2,70.97,141.94,24.13,117.81,73.28,44.53
22673,12286,136,1,217.18,217.18,36.92,180.26,117.62,62.64
22674,12287,124,1,179.34,179.34,0.0,179.34,101.8,77.54
22675,12287,140,1,130.87,130.87,0.0,130.87,67.18,63.69
22676,12288,115,1,59.84,59.84,8.98,50.86,28.13,22.73
22677,12288,131,1,96.8,96.8,14.52,82.28,49.61,32.67
22678,12289,118,1,64.49,64.49,0.0,64.49,34.87,29.62
22679,12290,277,3,642.36,1927.08,96.35,1830.73,1056.84,773.89
22680,12291,277,1,642.36,642.36,0.0,642.36,352.28,290.08
22681,12292,120,1,161.81,161.81,0.0,161.81,88.31,73.5
22682,12292,116,1,48.1,48.1,0.0,48.1,23.14,24.96
22683,12293,179,2,170.72,341.44,133.16,208.28,174.9,33.38
22684,12294,120,1,161.81,161.81,0.0,161.81,88.31,73.5
22685,12295,137,1,118.87,118.87,0.0,118.87,64.7,54.17
22686,12295,150,1,79.07,79.07,0.0,79.07,37.09,41.98
22687,12295,92,2,155.97,311.94,0.0,311.94,153.28,158.66
22688,12295,128,2,203.12,406.24,0.0,406.24,226.04,180.2
22689,12296,133,1,95.31,95.31,0.0,95.31,53.03,42.28
22690,12296,281,1,657.42,657.42,0.0,657.42,360.61,296.81
22691,12297,123,1,16.42,16.42,3.12,13.3,8.22,5.08
22692,12297,115,1,59.84,59.84,11.37,48.47,28.13,20.34
22693,12298,124,1,179.34,179.34,39.45,139.89,101.8,38.09
22694,12299,209,2,21.87,43.74,1.31,42.43,22.36,20.07
22695,12299,127,1,166.81,166.81,5.0,161.81,79.83,81.98
22696,12299,104,1,138.46,138.46,4.15,134.31,67.2,67.11
22697,12300,115,1,59.84,59.84,0.0,59.84,28.13,31.71
22698,12301,143,2,31.67,63.34,0.0,63.34,35.46,27.88
22699,12302,121,1,38.63,38.63,12.36,26.27,21.37,4.9
22700,12302,145,1,162.58,162.58,52.03,110.55,82.5,28.05
22701,12302,121,1,38.63,38.63,12.36,26.27,21.37,4.9
22702,12303,142,1,222.93,222.93,0.0,222.93,123.59,99.34
22703,12303,135,1,250.2,250.2,0.0,250.2,133.63,116.57
22704,12304,139,3,212.05,636.1500000000001,0.0,636.15,333.33,302.82
22705,12305,135,1,250.2,250.2,0.0,250.2,133.63,116.57
22706,12305,123,1,16.42,16.42,0.0,16.42,8.22,8.2
22707,12306,144,1,70.97,70.97,1.42,69.55,36.64,32.91
22708,12306,121,1,38.63,38.63,0.77,37.86,21.37,16.49
22709,12306,132,1,102.64,102.64,2.05,100.59,53.44,47.15
22710,12307,128,2,203.12,406.24,150.31,255.93,226.04,29.89
22711,12308,105,1,166.97,166.97,6.68,160.29,80.93,79.36
22712,12308,104,1,138.46,138.46,5.54,132.92,67.2,65.72
22713,12309,177,1,63.64,63.64,0.0,63.64,26.16,37.48
22714,12309,222,1,39.28,39.28,0.0,39.28,20.3,18.98
22715,12309,294,1,563.94,563.94,0.0,563.94,314.72,249.22
22716,12310,273,1,26.83,26.83,0.0,26.83,14.98,11.85
22717,12311,186,1,106.33,106.33,6.38,99.95,47.99,51.96
22718,12312,112,3,77.35,232.04999999999998,90.5,141.55,109.74,31.81
22719,12312,254,1,51.78,51.78,20.19,31.59,33.35,-1.76
22720,12313,178,2,79.57,159.14,20.69,138.45,55.28,83.17
22721,12314,107,1,157.68,157.68,7.88,149.8,73.74,76.06
22722,12315,147,1,55.46,55.46,0.0,55.46,27.18,28.28
22723,12316,95,1,127.18,127.18,33.07,94.11,52.58,41.53
22724,12316,3,1,566.32,566.32,147.24,419.08,363.78,55.3
22725,12316,102,1,143.53,143.53,37.32,106.21,63.09,43.12
22726,12317,154,2,79.17,158.34,0.0,158.34,58.98,99.36
22727,12317,162,1,45.4,45.4,0.0,45.4,18.49,26.91
22728,12318,168,3,21.47,64.41,0.0,64.41,22.41,42.0
22729,12319,191,1,100.48,100.48,33.16,67.32,52.3,15.02
22730,12320,190,1,57.73,57.73,0.0,57.73,31.36,26.37
22731,12321,183,1,283.06,283.06,11.32,271.74,141.1,130.64
22732,12322,180,1,164.53,164.53,46.07,118.46,81.31,37.15
22733,12322,204,3,246.49,739.47,207.05,532.42,360.66,171.76
22734,12323,197,1,249.53,249.53,59.89,189.64,133.61,56.03
22735,12323,209,1,21.87,21.87,5.25,16.62,11.18,5.44
22736,12323,182,1,50.61,50.61,12.15,38.46,24.23,14.23
22737,12323,189,1,303.59,303.59,72.86,230.73,156.28,74.45
22738,12324,199,1,92.82,92.82,0.0,92.82,41.79,51.03
22739,12325,190,1,57.73,57.73,12.12,45.61,31.36,14.25
22740,12326,203,2,160.15,320.3,9.61,310.69,154.78,155.91
22741,12327,202,1,278.23,278.23,16.69,261.54,137.63,123.91
22742,12328,181,1,26.0,26.0,3.38,22.62,12.39,10.23
22743,12328,207,1,41.43,41.43,5.39,36.04,20.72,15.32
22744,12328,165,1,71.87,71.87,9.34,62.53,29.76,32.77
22745,12329,190,1,57.73,57.73,2.31,55.42,31.36,24.06
22746,12329,203,1,160.15,160.15,6.41,153.74,77.39,76.35
22747,12329,205,1,299.18,299.18,11.97,287.21,160.65,126.56
22748,12329,100,1,151.8,151.8,6.07,145.73,67.7,78.03
22749,12330,80,1,104.32,104.32,18.78,85.54,43.04,42.5
22750,12330,84,1,16.57,16.57,2.98,13.59,6.92,6.67
22751,12331,270,1,24.67,24.67,1.97,22.7,14.66,8.04
22752,12332,270,1,24.67,24.67,0.49,24.18,14.66,9.52
22753,12333,142,1,222.93,222.93,0.0,222.93,123.59,99.34
22754,12333,290,1,798.35,798.35,0.0,798.35,465.98,332.37
22755,12333,113,2,98.02,196.04,0.0,196.04,93.78,102.26
22756,12334,228,1,28.94,28.94,0.0,28.94,16.51,12.43
22757,12335,274,3,60.3,180.89999999999998,12.66,168.24,99.15,69.09
22758,12336,186,2,106.33,212.66,0.0,212.66,95.98,116.68
22759,12337,186,1,106.33,106.33,8.51,97.82,47.99,49.83
22760,12338,89,1,154.65,154.65,20.1,134.55,71.08,63.47
22761,12338,14,1,572.8,572.8,74.46,498.34,385.14,113.2
22762,12339,35,1,33.38,33.38,5.01,28.37,19.99,8.38
22763,12339,124,1,179.34,179.34,26.9,152.44,101.8,50.64
22764,12339,133,2,95.31,190.62,28.59,162.03,106.06,55.97
22765,12340,205,1,299.18,299.18,2.99,296.19,160.65,135.54
22766,12340,181,1,26.0,26.0,0.26,25.74,12.39,13.35
22767,12340,199,1,92.82,92.82,0.93,91.89,41.79,50.1
22768,12340,251,1,55.37,55.37,0.55,54.82,29.12,25.7
22769,12341,203,1,160.15,160.15,4.8,155.35,77.39,77.96
22770,12341,168,1,21.47,21.47,0.64,20.83,7.47,13.36
22771,12342,119,2,201.72,403.44,64.55,338.89,195.84,143.05
22772,12342,75,2,126.91,253.82,40.61,213.21,111.92,101.29
22773,12343,104,1,138.46,138.46,0.0,138.46,67.2,71.26
22774,12344,202,1,278.23,278.23,5.56,272.67,137.63,135.04
22775,12345,101,1,171.21,171.21,0.0,171.21,78.21,93.0
22776,12345,195,1,195.81,195.81,0.0,195.81,102.73,93.08
22777,12345,97,2,76.22,152.44,0.0,152.44,72.8,79.64
22778,12346,106,2,153.44,306.88,0.0,306.88,130.34,176.54
22779,12346,271,1,29.38,29.38,0.0,29.38,16.2,13.18
