return_id,order_item_id,return_date,return_reason,refund_amount
1213,23980,2025-07-02,Changed mind,183.24
1214,23982,2025-08-22,Changed mind,136.48
1215,24036,2025-08-08,Defective/damaged,1395.84
1216,24069,2023-12-19,Defective/damaged,122.34
1217,24087,2024-09-01,Defective/damaged,115.3
1218,24088,2024-09-13,Changed mind,633.71
1219,24109,2024-09-09,Changed mind,100.48
1220,24163,2025-12-06,Changed mind,15.81
1221,24188,2026-05-20,Not as described,366.54
1222,24198,2024-06-02,Changed mind,1293.55
1223,24209,2025-01-16,Not as described,817.56
1224,24231,2025-12-24,Changed mind,680.34
1225,24236,2026-05-02,Defective/damaged,878.26
1226,24263,2026-05-24,Defective/damaged,37.32
1227,24275,2023-11-30,Wrong size/fit,309.3
1228,24281,2024-08-26,Not as described,83.35
1229,24286,2024-11-06,Wrong size/fit,57.24
1230,24288,2024-12-08,Not as described,303.6
1231,24319,2024-02-26,Not as described,52.46
1232,24326,2025-04-12,Changed mind,94.63
1233,24332,2024-12-25,Not as described,172.7
1234,24338,2025-04-30,Defective/damaged,380.8
1235,24349,2024-08-21,Changed mind,95.11
1236,24359,2025-06-17,Wrong size/fit,171.21
1237,24373,2023-11-19,Defective/damaged,75.7
1238,24388,2024-05-03,Not as described,16.46
1239,24405,2025-05-30,Not as described,34.48
1240,24407,2025-08-23,Wrong size/fit,23.74
1241,24447,2025-08-15,Not as described,78.56
1242,24456,2023-12-14,Changed mind,20.12
1243,24471,2024-05-20,Changed mind,246.46
1244,24514,2025-04-25,Defective/damaged,1941.27
1245,24518,2025-05-18,Changed mind,29.59
1246,24530,2025-08-29,Wrong size/fit,36.96
1247,24536,2025-11-07,Not as described,22.77
1248,24537,2025-11-28,Defective/damaged,62.02
1249,24554,2025-06-03,Changed mind,328.87
1250,24595,2025-11-30,Changed mind,183.24
1251,24603,2026-03-27,Changed mind,646.78
1252,24605,2026-06-12,Defective/damaged,647.09
1253,24641,2023-10-15,Changed mind,1756.52
1254,24649,2026-01-11,Defective/damaged,41.77
1255,24651,2026-01-19,Wrong size/fit,228.66
1256,24676,2025-05-22,Not as described,22.75
1257,24708,2024-02-24,Changed mind,76.12
1258,24716,2024-07-16,Not as described,78.19
1259,24737,2024-01-10,Changed mind,151.83
1260,24754,2026-07-28,Not as described,19.8
1261,24765,2024-04-12,Changed mind,742.47
1262,24781,2024-11-30,Not as described,175.91
1263,24787,2024-12-26,Not as described,40.56
1264,24792,2023-03-20,Changed mind,458.43
1265,24806,2026-02-01,Wrong size/fit,149.32
1266,24968,2024-07-31,Wrong size/fit,63.75
1267,25048,2026-01-18,Changed mind,91.13
1268,25066,2024-01-06,Defective/damaged,18.0
1269,25078,2024-05-28,Defective/damaged,95.14
1270,25101,2025-04-10,Changed mind,16.31
1271,25109,2025-12-31,Wrong size/fit,27.63
1272,25114,2026-05-04,Changed mind,538.98
1273,25147,2026-05-09,Wrong size/fit,230.58
1274,25149,2026-09-16,Not as described,76.38
1275,25194,2026-07-17,Defective/damaged,1756.52
1276,25209,2024-03-18,Changed mind,536.87
1277,25211,2024-04-16,Not as described,119.64
1278,25215,2024-07-14,Not as described,30.23
1279,25218,2024-12-13,Defective/damaged,12.59
1280,25248,2024-05-21,Not as described,470.38
1281,25249,2025-07-05,Changed mind,479.01
1282,25252,2025-07-29,Not as described,89.88
1283,25294,2024-05-10,Changed mind,253.5
1284,25345,2025-06-22,Changed mind,127.18
1285,25352,2026-03-07,Changed mind,75.44
1286,25367,2024-02-18,Changed mind,364.16
1287,25398,2026-06-08,Not as described,31.75
1288,25420,2024-03-12,Changed mind,55.57
1289,25423,2024-07-05,Changed mind,48.8
1290,25446,2026-08-26,Not as described,105.09
1291,25487,2025-03-14,Changed mind,52.0
1292,25616,2023-04-22,Changed mind,47.14
1293,25623,2023-09-09,Changed mind,28.42
1294,25626,2025-01-23,Changed mind,90.78
1295,25630,2025-04-18,Changed mind,72.58
1296,25673,2026-06-16,Defective/damaged,61.84
1297,25714,2024-06-23,Defective/damaged,236.29
1298,25715,2024-09-15,Wrong size/fit,171.21
1299,25723,2025-02-15,Not as described,657.42
1300,25738,2023-03-24,Changed mind,290.52
1301,25765,2025-08-26,Not as described,442.26
1302,25766,2025-09-01,Not as described,47.03
1303,25795,2025-05-03,Not as described,48.44
1304,25842,2024-12-01,Changed mind,85.53
1305,25894,2025-02-16,Not as described,147.25
1306,25901,2025-05-08,Defective/damaged,162.58
1307,25913,2023-11-10,Changed mind,381.54
1308,25930,2024-07-22,Changed mind,653.31
1309,25937,2024-08-25,Not as described,177.36
1310,25945,2024-10-02,Changed mind,38.07
1311,25948,2024-10-13,Not as described,21.87
1312,25957,2024-12-08,Wrong size/fit,165.8
1313,25994,2026-02-02,Not as described,25.06
1314,26002,2024-09-06,Changed mind,59.67
1315,26011,2024-06-29,Changed mind,299.18
1316,26023,2025-11-19,Changed mind,146.43
1317,26031,2025-07-15,Wrong size/fit,87.86
1318,26039,2025-02-08,Defective/damaged,189.89
1319,26042,2024-11-09,Changed mind,546.24
1320,26060,2025-12-11,Wrong size/fit,148.46
1321,26076,2025-12-12,Not as described,18.22
1322,26077,2026-01-12,Not as described,36.62
1323,26115,2024-10-09,Changed mind,183.24
1324,26136,2025-07-18,Changed mind,657.42
1325,26162,2026-02-18,Changed mind,798.35
1326,26164,2026-02-20,Not as described,1360.68
1327,26167,2025-06-11,Not as described,467.26
1328,26192,2026-01-16,Changed mind,945.35
1329,26257,2024-01-25,Defective/damaged,62.14
1330,26284,2023-10-03,Defective/damaged,222.26
1331,26286,2026-07-16,Changed mind,19.06
1332,26303,2023-11-29,Not as described,50.39
1333,26309,2023-11-29,Defective/damaged,47.57
1334,26326,2025-02-25,Defective/damaged,177.36
1335,26356,2024-09-04,Defective/damaged,210.37
1336,26359,2024-11-09,Changed mind,1116.82
1337,26366,2026-06-09,Defective/damaged,215.96
1338,26377,2025-06-06,Defective/damaged,61.27
1339,26446,2025-05-13,Changed mind,199.88
1340,26447,2025-10-10,Defective/damaged,196.07
1341,26449,2025-10-22,Changed mind,91.05
1342,26466,2025-10-07,Defective/damaged,69.68
1343,26477,2026-08-17,Defective/damaged,121.01
1344,26494,2025-02-25,Changed mind,35.55
1345,26498,2025-03-10,Changed mind,73.57
1346,26505,2025-06-19,Wrong size/fit,17.99
1347,26566,2025-03-11,Changed mind,80.24
1348,26572,2025-07-26,Changed mind,535.74
1349,26575,2025-07-24,Changed mind,293.83
1350,26584,2025-10-07,Not as described,17.17
1351,26626,2025-07-16,Changed mind,673.73
1352,26645,2026-04-22,Not as described,355.49
1353,26688,2025-02-19,Wrong size/fit,71.82
1354,26695,2023-09-18,Defective/damaged,105.09
1355,26731,2025-04-08,Defective/damaged,36.95
1356,26732,2025-04-28,Defective/damaged,216.27
1357,26741,2025-09-10,Changed mind,164.48
1358,26751,2024-11-04,Defective/damaged,199.56
1359,26777,2024-04-06,Changed mind,118.61
1360,26782,2025-11-10,Not as described,112.95
1361,26788,2026-07-11,Changed mind,642.36
1362,26790,2026-07-24,Defective/damaged,558.24
1363,26847,2025-02-10,Wrong size/fit,107.46
1364,26858,2025-09-14,Not as described,170.93
1365,26864,2026-01-26,Not as described,102.72
1366,26865,2026-02-01,Defective/damaged,434.36
1367,26871,2026-06-14,Not as described,668.79
1368,26892,2025-01-29,Defective/damaged,167.9
1369,26894,2025-02-25,Defective/damaged,17.97
1370,26898,2025-03-22,Not as described,56.62
1371,26905,2025-06-15,Not as described,105.59
1372,26907,2025-07-10,Changed mind,734.48
1373,26939,2026-07-06,Not as described,24.49
1374,26952,2023-06-26,Wrong size/fit,16.57
1375,26953,2023-06-26,Not as described,171.21
1376,26960,2023-10-12,Changed mind,71.82
1377,26962,2023-11-01,Not as described,53.16
1378,27002,2025-12-11,Changed mind,129.75
1379,27006,2026-01-20,Defective/damaged,494.96
1380,27045,2024-09-24,Wrong size/fit,20.12
1381,27050,2025-01-01,Not as described,18.31
1382,27051,2025-01-06,Wrong size/fit,116.13
1383,27090,2024-09-05,Defective/damaged,40.09
1384,27195,2026-03-10,Not as described,25.42
1385,27223,2024-08-08,Changed mind,272.52
1386,27254,2026-05-04,Not as described,685.04
1387,27275,2025-01-21,Defective/damaged,727.0
1388,27289,2024-07-20,Changed mind,106.33
1389,27313,2024-10-12,Defective/damaged,181.09
1390,27364,2024-12-28,Not as described,57.73
1391,27386,2025-11-24,Defective/damaged,44.09
1392,27402,2025-05-21,Changed mind,53.97
1393,27410,2025-07-12,Not as described,18.95
1394,27412,2025-07-09,Not as described,119.12
1395,27414,2025-08-06,Changed mind,530.1
1396,27422,2025-10-19,Wrong size/fit,58.69
1397,27429,2026-01-02,Wrong size/fit,98.62
1398,27473,2023-06-15,Defective/damaged,434.23
1399,27475,2023-09-27,Changed mind,51.81
1400,27483,2024-01-25,Not as described,647.09
1401,27500,2025-05-07,Defective/damaged,90.3
1402,27504,2025-12-08,Wrong size/fit,41.28
1403,27587,2025-03-26,Not as described,653.31
1404,27638,2025-06-19,Defective/damaged,220.74
1405,27658,2025-12-06,Not as described,66.39
1406,27668,2026-05-06,Changed mind,57.73
1407,27696,2025-11-07,Not as described,33.14
1408,27711,2023-05-03,Not as described,203.12
1409,27733,2023-02-01,Wrong size/fit,143.49
1410,27758,2023-11-01,Wrong size/fit,123.22
1411,27783,2024-08-30,Defective/damaged,179.76
1412,27795,2025-02-15,Changed mind,24.96
1413,27800,2025-04-03,Defective/damaged,233.74
1414,27827,2023-12-21,Not as described,68.57
1415,27830,2024-01-15,Changed mind,152.09
1416,27864,2025-04-12,Not as described,157.0
1417,27871,2025-05-25,Not as described,212.13
1418,27878,2025-07-18,Changed mind,37.04
1419,27901,2026-01-31,Defective/damaged,261.62
1420,27964,2024-09-22,Not as described,200.15
1421,27976,2024-12-22,Not as described,13.1
1422,27995,2025-09-09,Defective/damaged,95.31
1423,28015,2024-05-16,Wrong size/fit,70.88
1424,28083,2025-11-25,Not as described,109.16
1425,28114,2024-01-04,Defective/damaged,66.14
1426,28125,2025-02-22,Wrong size/fit,143.53
1427,28127,2025-07-11,Wrong size/fit,221.48
1428,28175,2024-12-21,Defective/damaged,40.41
1429,28177,2025-01-23,Not as described,288.39
1430,28184,2026-05-17,Defective/damaged,541.68
1431,28197,2026-07-06,Changed mind,109.18
1432,28319,2026-04-14,Wrong size/fit,76.22
1433,28346,2024-12-29,Changed mind,190.41
1434,28357,2026-01-02,Changed mind,16.64
1435,28364,2026-06-15,Not as described,98.6
1436,28366,2026-07-28,Wrong size/fit,129.28
1437,28375,2026-08-16,Not as described,799.38
1438,28422,2025-07-16,Not as described,1314.84
1439,28456,2024-11-19,Wrong size/fit,69.4
1440,28481,2023-07-17,Wrong size/fit,17.99
1441,28506,2025-05-27,Changed mind,880.94
1442,28531,2026-08-26,Defective/damaged,437.84
1443,28553,2024-06-22,Changed mind,272.96
1444,28554,2024-06-19,Wrong size/fit,166.97
1445,28563,2024-08-15,Defective/damaged,235.5
1446,28569,2023-05-07,Defective/damaged,20.62
1447,28589,2023-12-27,Not as described,537.47
1448,28593,2024-04-19,Not as described,193.24
1449,28628,2024-02-26,Changed mind,418.57
1450,28655,2023-11-16,Not as described,34.94
1451,28686,2026-03-22,Not as described,518.82
1452,28709,2026-06-19,Changed mind,21.07
1453,28769,2024-11-26,Wrong size/fit,185.0
1454,28786,2023-04-29,Not as described,55.57
1455,28791,2023-06-14,Wrong size/fit,68.95
1456,28856,2025-12-28,Changed mind,620.64
1457,28895,2024-04-29,Not as described,303.59
1458,28905,2024-09-15,Not as described,47.97
1459,28924,2025-05-18,Defective/damaged,57.89
1460,28957,2026-01-21,Defective/damaged,41.77
1461,28986,2026-01-01,Changed mind,284.67
1462,29031,2025-01-09,Not as described,151.75
1463,29062,2025-12-08,Not as described,135.03
1464,29068,2023-05-16,Wrong size/fit,73.17
1465,29076,2023-11-28,Not as described,112.64
1466,29078,2024-01-07,Wrong size/fit,90.94
1467,29082,2024-01-08,Changed mind,47.68
1468,29093,2024-04-04,Not as described,54.65
1469,29130,2025-06-08,Not as described,71.34
1470,29134,2025-09-28,Changed mind,73.02
1471,29151,2026-01-31,Not as described,105.59
1472,29186,2025-02-11,Changed mind,28.2
1473,29194,2026-05-02,Changed mind,195.81
1474,29208,2023-11-07,Defective/damaged,15.77
1475,29224,2025-08-19,Changed mind,223.03
1476,29245,2026-07-20,Defective/damaged,657.42
1477,29257,2026-09-11,Defective/damaged,136.78
1478,29266,2025-05-20,Not as described,589.63
1479,29304,2023-03-11,Not as described,653.31
1480,29305,2023-09-04,Defective/damaged,16.49
1481,29306,2023-09-21,Defective/damaged,179.34
1482,29317,2024-05-08,Changed mind,30.26
1483,29344,2023-11-06,Changed mind,524.46
1484,29365,2024-05-02,Not as described,272.52
1485,29383,2024-01-18,Defective/damaged,183.24
1486,29397,2023-10-29,Changed mind,51.78
1487,29418,2024-07-30,Defective/damaged,34.1
1488,29462,2026-06-15,Wrong size/fit,126.53
1489,29607,2025-06-06,Not as described,38.54
1490,29631,2025-12-08,Changed mind,181.56
1491,29634,2025-12-13,Wrong size/fit,144.63
1492,29661,2025-06-18,Not as described,70.18
1493,29682,2026-03-13,Defective/damaged,248.41
1494,29708,2025-11-05,Changed mind,92.77
1495,29710,2025-11-19,Changed mind,430.59
1496,29724,2026-07-11,Not as described,311.94
1497,29725,2026-07-21,Changed mind,187.35
1498,29733,2024-12-03,Changed mind,200.18
1499,29739,2025-03-08,Defective/damaged,2395.05
1500,29740,2025-03-23,Not as described,76.38
1501,29746,2025-06-12,Changed mind,12.59
1502,29766,2026-07-04,Not as described,95.1
1503,29815,2026-07-09,Changed mind,47.22
1504,29829,2024-11-27,Changed mind,92.98
1505,29833,2025-08-15,Not as described,63.64
1506,29858,2025-11-02,Not as described,163.57
1507,29869,2024-09-01,Not as described,91.16
1508,29889,2025-06-01,Wrong size/fit,104.32
1509,29923,2026-09-01,Changed mind,252.62
1510,29946,2025-10-30,Changed mind,653.31
1511,29956,2025-01-25,Changed mind,15.69
1512,29977,2026-03-28,Not as described,312.96
1513,29979,2026-04-20,Not as described,197.88
1514,30051,2026-04-27,Wrong size/fit,239.86
1515,30053,2026-02-14,Changed mind,744.99
1516,30061,2026-05-07,Not as described,447.38
1517,30066,2026-05-20,Not as described,202.87
1518,30069,2026-06-30,Defective/damaged,38.0
1519,30070,2026-06-26,Defective/damaged,213.96
1520,30075,2023-05-23,Changed mind,310.56
1521,30078,2023-07-24,Changed mind,47.0
1522,30079,2023-08-06,Changed mind,62.56
1523,30094,2023-08-17,Not as described,241.81
1524,30133,2025-12-25,Not as described,534.2
1525,30136,2026-01-25,Changed mind,212.1
1526,30142,2026-05-13,Defective/damaged,327.75
1527,30164,2024-04-20,Defective/damaged,214.0
1528,30183,2025-06-21,Defective/damaged,703.77
1529,30195,2026-06-24,Wrong size/fit,55.01
1530,30196,2026-06-25,Defective/damaged,220.97
1531,30201,2023-11-13,Changed mind,138.46
1532,30204,2023-11-26,Not as described,51.73
1533,30214,2026-06-20,Not as described,182.1
1534,30229,2024-06-11,Changed mind,215.46
1535,30308,2024-02-24,Wrong size/fit,73.68
1536,30344,2026-04-20,Changed mind,515.58
1537,30362,2025-05-01,Changed mind,64.49
1538,30476,2025-03-16,Defective/damaged,166.42
1539,30479,2025-05-11,Not as described,605.16
1540,30499,2025-06-11,Not as described,126.0
1541,30528,2023-08-04,Changed mind,35.08
1542,30581,2025-05-08,Changed mind,278.23
1543,30609,2024-11-18,Changed mind,945.1
1544,30674,2024-08-19,Not as described,141.91
1545,30699,2025-06-03,Not as described,30.56
1546,30711,2024-01-20,Changed mind,101.65
1547,30744,2025-02-28,Wrong size/fit,84.57
1548,30880,2026-05-10,Changed mind,42.55
1549,30894,2026-07-30,Not as described,727.0
1550,30926,2024-02-14,Not as described,68.57
1551,30950,2024-10-03,Not as described,2181.0
1552,30959,2026-01-01,Defective/damaged,138.8
1553,30967,2026-04-24,Not as described,44.09
1554,30987,2024-06-24,Defective/damaged,18.95
1555,30995,2024-08-18,Changed mind,53.69
1556,31005,2024-09-19,Defective/damaged,620.64
1557,31009,2024-09-30,Changed mind,314.04
1558,31047,2023-08-13,Defective/damaged,657.42
1559,31051,2023-08-13,Defective/damaged,211.18
1560,31061,2023-09-23,Defective/damaged,568.38
1561,31084,2024-02-04,Changed mind,380.8
1562,31105,2024-12-15,Not as described,110.06
1563,31106,2024-12-14,Changed mind,690.24
1564,31129,2025-08-07,Changed mind,177.36
1565,31136,2026-05-24,Changed mind,96.57
1566,31139,2024-08-19,Not as described,234.94
1567,31153,2026-03-17,Not as described,276.33
1568,31219,2025-12-27,Wrong size/fit,127.18
1569,31234,2025-03-06,Defective/damaged,118.87
1570,31248,2025-04-13,Not as described,102.64
1571,31276,2024-05-06,Defective/damaged,140.75
1572,31283,2025-02-24,Defective/damaged,474.33
1573,31320,2025-02-02,Changed mind,35.74
1574,31327,2025-10-23,Defective/damaged,549.72
1575,31330,2026-03-17,Not as described,130.61
1576,31351,2025-11-29,Not as described,179.76
1577,31353,2025-11-30,Not as described,490.18
1578,31374,2024-05-19,Changed mind,119.51
1579,31395,2025-02-25,Changed mind,171.76
1580,31398,2025-04-12,Defective/damaged,164.53
1581,31419,2024-06-15,Defective/damaged,680.34
1582,31421,2023-04-02,Wrong size/fit,103.72
1583,31450,2025-01-24,Defective/damaged,56.0
1584,31452,2025-07-03,Defective/damaged,68.96
1585,31459,2025-07-26,Wrong size/fit,31.28
1586,31463,2025-09-12,Wrong size/fit,78.43
1587,31468,2025-10-20,Wrong size/fit,35.55
1588,31485,2024-08-19,Wrong size/fit,52.59
1589,31494,2024-12-06,Changed mind,90.11
1590,31500,2025-03-31,Wrong size/fit,41.28
1591,31503,2025-04-25,Not as described,32.23
1592,31535,2025-10-15,Not as described,71.53
1593,31552,2024-04-04,Not as described,183.24
1594,31576,2025-05-25,Changed mind,24.49
1595,31624,2024-11-27,Defective/damaged,183.24
1596,31644,2026-03-31,Changed mind,23.01
1597,31671,2023-11-18,Changed mind,34.48
1598,31675,2024-03-24,Changed mind,320.3
1599,31687,2025-08-05,Changed mind,1130.76
1600,31718,2024-02-03,Wrong size/fit,101.65
1601,31722,2024-09-13,Not as described,34.52
1602,31723,2025-11-22,Defective/damaged,15.8
1603,31746,2026-02-22,Defective/damaged,106.33
1604,31798,2025-12-09,Wrong size/fit,17.99
1605,31804,2026-03-29,Changed mind,49.31
1606,31806,2026-03-22,Wrong size/fit,89.88
1607,31812,2026-04-28,Wrong size/fit,62.71
1608,31862,2025-09-27,Wrong size/fit,352.76
1609,31872,2025-12-03,Not as described,339.04
1610,31876,2024-04-14,Defective/damaged,30.54
1611,31889,2025-05-29,Defective/damaged,29.38
1612,31897,2026-07-24,Wrong size/fit,13.1
1613,31905,2024-09-29,Wrong size/fit,160.13
1614,31924,2024-02-13,Defective/damaged,9.26
1615,31933,2024-07-09,Changed mind,342.44
1616,32017,2025-06-15,Defective/damaged,10.18
1617,32025,2025-11-23,Defective/damaged,27.26
1618,32038,2025-04-17,Changed mind,111.84
1619,32044,2025-09-05,Defective/damaged,315.78
1620,32053,2023-09-19,Not as described,56.09
1621,32069,2023-04-11,Changed mind,103.44
1622,32079,2023-11-17,Defective/damaged,57.85
1623,32088,2024-05-02,Defective/damaged,798.35
1624,32091,2024-06-05,Not as described,489.84
1625,32114,2025-11-27,Changed mind,95.14
1626,32117,2026-09-06,Defective/damaged,29.27
1627,32118,2026-08-29,Defective/damaged,30.93
1628,32123,2024-11-25,Not as described,121.24
1629,32139,2025-06-10,Wrong size/fit,24.22
1630,32172,2026-02-18,Not as described,250.2
1631,32198,2026-03-31,Changed mind,340.66
1632,32215,2026-05-21,Changed mind,207.37
1633,32253,2023-12-31,Changed mind,82.01
1634,32307,2024-09-20,Defective/damaged,277.6
1635,32320,2025-04-23,Defective/damaged,379.56
1636,32346,2025-06-08,Not as described,217.71
1637,32368,2024-02-11,Defective/damaged,90.3
1638,32432,2026-08-12,Wrong size/fit,147.3
1639,32456,2024-04-29,Changed mind,79.07
1640,32460,2024-11-15,Changed mind,213.64
1641,32543,2025-10-20,Not as described,47.14
1642,32560,2025-03-03,Changed mind,372.32
1643,32587,2026-03-03,Wrong size/fit,136.48
1644,32602,2026-09-05,Changed mind,230.08
1645,32612,2025-07-01,Changed mind,129.15
1646,32626,2026-08-06,Wrong size/fit,101.19
1647,32645,2025-07-13,Defective/damaged,30.93
1648,32714,2024-08-27,Changed mind,155.97
1649,32731,2026-04-09,Not as described,657.42
1650,32737,2026-07-24,Changed mind,115.44
1651,32797,2024-11-07,Wrong size/fit,100.52
1652,32819,2024-06-04,Defective/damaged,95.07
1653,32857,2025-02-15,Wrong size/fit,224.61
1654,32879,2026-04-23,Not as described,19.6
1655,32883,2023-12-08,Not as described,105.43
1656,32885,2025-01-01,Changed mind,78.5
1657,32937,2024-03-14,Changed mind,463.4
1658,32978,2026-06-11,Not as described,146.59
1659,32995,2026-03-06,Defective/damaged,79.55
1660,33016,2023-04-04,Changed mind,112.64
1661,33054,2024-09-12,Defective/damaged,74.04
1662,33056,2024-09-26,Changed mind,37.13
1663,33072,2025-01-31,Changed mind,32.35
1664,33083,2025-10-27,Not as described,292.86
1665,33088,2026-05-09,Changed mind,41.63
1666,33126,2026-06-28,Not as described,21.47
1667,33134,2023-03-18,Defective/damaged,48.13
1668,33179,2023-12-06,Changed mind,876.32
1669,33201,2023-09-02,Defective/damaged,141.16
1670,33226,2024-03-26,Defective/damaged,215.04
1671,33247,2026-04-05,Wrong size/fit,100.25
1672,33267,2026-07-01,Changed mind,33.8
1673,33288,2026-03-29,Wrong size/fit,20.89
1674,33330,2024-12-11,Defective/damaged,66.12
1675,33337,2025-07-22,Defective/damaged,301.89
1676,33376,2025-03-06,Changed mind,71.87
1677,33377,2025-07-13,Not as described,138.21
1678,33394,2025-11-28,Not as described,799.38
1679,33416,2024-12-29,Wrong size/fit,61.77
1680,33436,2025-11-22,Wrong size/fit,27.89
1681,33471,2024-06-02,Not as described,60.83
1682,33494,2025-03-08,Wrong size/fit,78.43
1683,33514,2024-03-23,Not as described,10.44
1684,33519,2024-06-27,Not as described,657.42
1685,33525,2024-09-28,Defective/damaged,570.87
1686,33527,2024-09-27,Not as described,119.11
1687,33534,2025-01-01,Changed mind,258.89
1688,33541,2025-03-02,Not as described,587.98
1689,33569,2025-08-18,Wrong size/fit,72.94
1690,33571,2025-11-08,Wrong size/fit,107.01
1691,33635,2025-10-21,Not as described,105.48
1692,33638,2026-01-15,Defective/damaged,583.55
1693,33647,2023-10-24,Changed mind,76.12
1694,33654,2024-01-16,Not as described,26.46
1695,33670,2024-08-04,Changed mind,33.14
1696,33685,2024-01-29,Wrong size/fit,155.97
1697,33701,2025-01-28,Changed mind,71.82
1698,33709,2025-03-04,Changed mind,111.03
1699,33726,2026-01-18,Changed mind,875.07
1700,33754,2024-12-08,Changed mind,299.18
1701,33875,2024-12-01,Not as described,105.23
1702,33880,2023-02-21,Changed mind,204.15
1703,33900,2025-02-10,Changed mind,224.85
1704,33903,2025-07-18,Changed mind,36.59
1705,33911,2023-05-02,Not as described,52.96
1706,33927,2024-01-30,Changed mind,22.41
1707,33932,2024-07-02,Defective/damaged,315.31
1708,33946,2025-09-30,Defective/damaged,340.66
1709,33968,2023-02-23,Not as described,106.0
1710,33981,2026-01-13,Defective/damaged,8.14
1711,33988,2024-06-13,Wrong size/fit,176.38
1712,34015,2026-03-26,Defective/damaged,19.8
1713,34024,2026-06-25,Defective/damaged,657.42
1714,34060,2025-06-20,Not as described,15.69
1715,34096,2023-11-26,Wrong size/fit,12.44
1716,34122,2025-09-09,Changed mind,7.75
1717,34190,2023-08-02,Not as described,40.46
1718,34202,2026-02-14,Wrong size/fit,40.19
1719,34218,2023-06-01,Wrong size/fit,76.22
1720,34224,2023-10-02,Wrong size/fit,73.48
1721,34232,2024-04-27,Wrong size/fit,86.73
1722,34233,2025-03-04,Not as described,64.97
1723,34236,2025-09-19,Wrong size/fit,562.05
1724,34277,2023-12-21,Not as described,306.67
1725,34278,2023-12-14,Defective/damaged,394.72
1726,34307,2024-09-24,Wrong size/fit,133.37
1727,34312,2024-02-02,Wrong size/fit,74.28
1728,34341,2024-04-26,Changed mind,89.88
1729,34377,2025-09-02,Not as described,384.27
1730,34397,2026-02-23,Changed mind,49.44
1731,34430,2026-04-29,Defective/damaged,22.78
1732,34452,2023-12-06,Not as described,69.23
1733,34457,2023-09-17,Changed mind,642.36
1734,34482,2025-04-17,Not as described,102.64
1735,34519,2025-04-28,Not as described,138.8
1736,34536,2025-05-28,Wrong size/fit,160.13
1737,34576,2026-03-17,Changed mind,145.66
1738,34579,2026-04-11,Wrong size/fit,342.42
1739,34580,2026-04-03,Wrong size/fit,98.02
1740,34652,2023-10-31,Changed mind,74.42
1741,34668,2026-06-03,Changed mind,137.64
1742,34681,2023-01-17,Changed mind,18.57
1743,34687,2023-06-26,Not as described,150.72
1744,34689,2023-08-12,Changed mind,75.65
1745,34690,2023-08-03,Changed mind,614.11
1746,34716,2026-08-14,Wrong size/fit,90.7
1747,34745,2024-11-05,Wrong size/fit,102.47
1748,34763,2023-09-11,Changed mind,171.84
1749,34771,2026-04-22,Changed mind,68.07
1750,34784,2025-05-10,Changed mind,98.88
1751,34785,2025-05-03,Defective/damaged,279.12
1752,34793,2023-03-17,Changed mind,392.41
1753,34794,2023-03-20,Defective/damaged,82.17
1754,34802,2024-03-19,Wrong size/fit,42.61
1755,34820,2025-10-22,Changed mind,226.05
1756,34851,2025-10-28,Changed mind,329.58
1757,34852,2025-10-30,Changed mind,107.46
1758,34857,2026-01-10,Changed mind,30.82
1759,34877,2025-11-09,Wrong size/fit,333.86
1760,34890,2026-06-05,Changed mind,402.46
1761,34898,2023-11-01,Wrong size/fit,140.37
1762,34907,2024-07-10,Defective/damaged,393.68
1763,34941,2025-09-15,Wrong size/fit,76.31
1764,34942,2025-11-13,Not as described,173.36
1765,34981,2024-03-24,Wrong size/fit,127.18
1766,34984,2024-07-21,Changed mind,120.07
1767,34987,2024-07-21,Changed mind,296.01
1768,34989,2024-08-07,Wrong size/fit,176.38
1769,34991,2024-09-01,Wrong size/fit,87.42
1770,34997,2024-11-28,Changed mind,136.48
1771,34998,2024-12-04,Wrong size/fit,98.02
1772,35067,2026-04-09,Wrong size/fit,109.26
1773,35075,2026-08-03,Changed mind,33.07
1774,35091,2025-03-27,Not as described,75.19
1775,35093,2025-04-18,Not as described,133.41
1776,35106,2023-07-20,Changed mind,186.8
1777,35112,2024-01-14,Changed mind,38.63
1778,35113,2024-02-08,Changed mind,51.02
1779,35132,2025-03-12,Defective/damaged,51.78
1780,35143,2025-05-07,Not as described,188.86
1781,35146,2025-07-19,Changed mind,20.17
1782,35149,2025-09-13,Wrong size/fit,112.64
1783,35177,2025-08-16,Wrong size/fit,70.91
1784,35183,2026-01-03,Not as described,442.26
1785,35192,2026-06-30,Wrong size/fit,112.64
1786,35207,2026-06-25,Changed mind,356.61
1787,35242,2025-07-20,Changed mind,369.86
1788,35278,2023-05-06,Changed mind,40.89
1789,35300,2023-12-28,Not as described,411.3
1790,35348,2025-08-27,Changed mind,1532.83
1791,35365,2026-03-31,Wrong size/fit,234.59
1792,35369,2026-07-14,Not as described,16.1
1793,35386,2026-02-14,Not as described,92.82
1794,35402,2026-08-19,Changed mind,18.57
1795,35426,2023-03-02,Changed mind,82.01
1796,35431,2023-05-03,Changed mind,216.27
1797,35441,2023-10-20,Changed mind,45.08
1798,35495,2026-08-04,Not as described,1314.84
1799,35518,2026-09-08,Wrong size/fit,47.74
1800,35519,2026-09-09,Wrong size/fit,37.56
1801,35521,2025-04-23,Not as described,13.1
1802,35533,2025-09-26,Not as described,162.08
